ISIN;Currency;Exchange;ETF Underlying Index Ticker;Dvd Freq;Code;Type;Name;GICS Sector;GICS Ind Name;Name
PTPTI0AM0006;EUR;PL;#N/A Field Not Applicable;Annual;NVG;Common Stock;NAVIGATOR CO SA/THE;Materials;Paper & Forest Products;NAVIGATOR CO SA/
PTREL0AM0008;EUR;PL;#N/A Field Not Applicable;Annual;RENE;Common Stock;REDES ENERGETICAS NACIONAIS;Utilities;Multi-Utilities;REN-REDE ENERGET
PTMEN0AE0005;EUR;PL;#N/A Field Not Applicable;Annual;EGL;Common Stock;MOTA ENGIL SGPS SA;Industrials;Construction & Engineering;MOTA ENGIL SGPS
PTSON0AM0001;EUR;PL;#N/A Field Not Applicable;Annual;SON;Common Stock;SONAE;Consumer Staples;Food & Staples Retailing;SONAE
PTCTT0AM0001;EUR;PL;#N/A Field Not Applicable;Annual;CTT;Common Stock;CTT-CORREIOS DE PORTUGAL;Industrials;Air Freight & Logistics;CTT-CORREIOS DE
ES0127797019;EUR;PL;#N/A Field Not Applicable;Annual;EDPR;Common Stock;EDP RENOVAVEIS SA;Utilities;Independent Power and Renewabl;EDP RENOVAVEIS S
PTSEM0AM0004;EUR;PL;#N/A Field Not Applicable;Annual;SEM;Common Stock;SEMAPA-SOCIEDADE DE INVESTIM;Materials;Paper & Forest Products;SEMAPA
PTPTC0AM0009;EUR;PL;#N/A Field Not Applicable;Annual;PHR;Common Stock;PHAROL SGPS SA;Communication Services;Diversified Telecommunication;PHAROL SGPS SA
PTMXR0IM0008;EUR;EO;#N/A Field Not Applicable;#N/A N/A;MAXIREUR;Closed-End Fund;MAXIRENT;#N/A N/A;#N/A N/A;MAXIRENT-FD IMOB
PTSNP0AE0008;EUR;PL;#N/A Field Not Applicable;Annual;SONC;Common Stock;SONAE CAPITAL SGPS SA;Industrials;Industrial Conglomerates;SONAE CAPITAL SG
PTCOR0AE0006;EUR;PL;#N/A Field Not Applicable;Annual;COR;Common Stock;CORTICEIRA AMORIM SA;Materials;Containers & Packaging;CORTICEIRA AMORI
PTIBS0AM0008;EUR;PL;#N/A Field Not Applicable;Annual;IBS;Common Stock;IBERSOL SGPS SA;Consumer Discretionary;Hotels, Restaurants & Leisure;IBERSOL SGPS SA
PTTD10AM0000;EUR;PL;#N/A Field Not Applicable;Annual;TDSA;Common Stock;TEIXEIRA DUARTE SA;Industrials;Construction & Engineering;TEIXEIRA DUARTE
PTNBA0AM0006;EUR;PL;#N/A Field Not Applicable;Irreg;NBA;Common Stock;NOVABASE SGPS SA;Information Technology;IT Services;NOVABASE SGPS SA
PTIPR0AM0000;EUR;PL;#N/A Field Not Applicable;None;IPR;Common Stock;IMPRESA SGPS SA;Communication Services;Media;IMPRESA SGPS SA
PTCFN0AE0003;EUR;PL;#N/A Field Not Applicable;Annual;CFN;Common Stock;COFINA SGPS SA;Communication Services;Media;COFINA SGPS SA
PTFRV0AE0004;EUR;PL;#N/A Field Not Applicable;Annual;RAM;Common Stock;RAMADA INVESTIMENTOS E INDUS;Materials;Metals & Mining;RAMADA INVESTIME
PTS3P0AM0025;EUR;PL;#N/A Field Not Applicable;Annual;SONI;Common Stock;SONAE INDUSTRIA SGPS SA;Materials;Paper & Forest Products;SONAE INDUSTRIA
PTSLB0AM0010;EUR;PL;#N/A Field Not Applicable;None;SLBEN;Common Stock;SPORT LISBOA E BENFICA-FUT S;Communication Services;Entertainment;BENFICA
PTGFIBIM0004;EUR;PL;#N/A Field Not Applicable;Annual;GFIBI;Closed-End Fund;FUNDO ESPECIAL DE INV IMOB I;#N/A N/A;#N/A N/A;FUNDO-ESPEC DE I
PTAICJIM0013;EUR;PL;#N/A Field Not Applicable;None;MLRP;Closed-End Fund;RETAIL PROPERTIES SPEC FIIF;#N/A N/A;#N/A N/A;RETAIL PROP SPEC
PTMFR0AM0003;EUR;PL;#N/A Field Not Applicable;Irreg;MAR;Common Stock;MARTIFER SGPS SA;Industrials;Construction & Engineering;MARTIFER SGPS SA
PTSNC0AM0006;EUR;PL;#N/A Field Not Applicable;Annual;SNC;Common Stock;SONAECOM SGPS SA;Communication Services;Wireless Telecommunication Ser;SONAECOM SGPS SA
NL0012015705;EUR;NA;#N/A Field Not Applicable;None;TKWY;Common Stock;JUST EAT TAKEAWAY;Consumer Discretionary;Internet & Direct Marketing Re;JUST EAT TAKEAWA
GB0008706128;GBp;LN;#N/A Field Not Applicable;Quarter;LLOY;Common Stock;LLOYDS BANKING GROUP PLC;Financials;Banks;LLOYDS BANKING
GB00BH4HKS39;GBp;LN;#N/A Field Not Applicable;Semi-Anl;VOD;Common Stock;VODAFONE GROUP PLC;Communication Services;Wireless Telecommunication Ser;VODAFONE GROUP
GB0031348658;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BARC;Common Stock;BARCLAYS PLC;Financials;Banks;BARCLAYS PLC
GB0007980591;GBp;LN;#N/A Field Not Applicable;Quarter;BP/;Common Stock;BP PLC;Energy;Oil, Gas & Consumable Fuels;BP PLC
JE00B4T3BW64;GBp;LN;#N/A Field Not Applicable;Semi-Anl;GLEN;Common Stock;GLENCORE PLC;Materials;Metals & Mining;GLENCORE PLC
GB0005405286;GBp;LN;#N/A Field Not Applicable;Irreg;HSBA;Common Stock;HSBC HOLDINGS PLC;Financials;Banks;HSBC HOLDINGS PL
GB0030913577;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BT/A;Common Stock;BT GROUP PLC;Communication Services;Diversified Telecommunication;BT GROUP PLC
GB0008847096;GBP;EU;#N/A Field Not Applicable;Semi-Anl;TSCGBP;Common Stock;TESCO PLC;Consumer Staples;Food & Staples Retailing;TESCO PLC
GB00B7T77214;GBp;LN;#N/A Field Not Applicable;Semi-Anl;NWG;Common Stock;NATWEST GROUP PLC;Financials;Banks;NATWEST GROUP PL
GB0005603997;GBp;LN;#N/A Field Not Applicable;Semi-Anl;LGEN;Common Stock;LEGAL & GENERAL GROUP PLC;Financials;Insurance;LEGAL & GEN GRP
GB0008782301;GBp;LN;#N/A Field Not Applicable;Semi-Anl;TW/;Common Stock;TAYLOR WIMPEY PLC;Consumer Discretionary;Household Durables;TAYLOR WIMPEY PL
GB00BZ1G4322;GBp;LN;#N/A Field Not Applicable;Semi-Anl;MRO;Common Stock;MELROSE INDUSTRIES PLC;Industrials;Industrial Conglomerates;MELROSE INDUSTRI
GB0033986497;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ITV;Common Stock;ITV PLC;Communication Services;Media;ITV PLC
ES0177542018;GBp;LN;#N/A Field Not Applicable;Semi-Anl;IAG;Common Stock;INTL CONSOLIDATED AIRLINE-DI;Industrials;Airlines;INTL CONS AIRLIN
GB0002162385;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AV/;Common Stock;AVIVA PLC;Financials;Insurance;AVIVA PLC
GB00BKFB1C65;GBp;LN;#N/A Field Not Applicable;Semi-Anl;MNG;Common Stock;M&G PLC;Financials;Diversified Financial Services;M&G PLC
GB00B03MM408;GBp;LN;#N/A Field Not Applicable;Quarter;RDSB;Common Stock;ROYAL DUTCH SHELL PLC-B SHS;Energy;Oil, Gas & Consumable Fuels;ROYAL DUTCH SH-B
GB00B63H8491;GBp;LN;#N/A Field Not Applicable;Semi-Anl;RR/;Common Stock;ROLLS-ROYCE HOLDINGS PLC;Industrials;Aerospace & Defense;ROLLS-ROYCE HOLD
GB0006043169;GBp;LN;#N/A Field Not Applicable;Semi-Anl;MRW;Common Stock;WM MORRISON SUPERMARKETS;Consumer Staples;Food & Staples Retailing;WM MORRISON SUP
GB00B019KW72;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SBRY;Common Stock;SAINSBURY (J) PLC;Consumer Staples;Food & Staples Retailing;SAINSBURY PLC
GB00B03MLX29;EUR;NA;#N/A Field Not Applicable;Quarter;RDSA;Common Stock;ROYAL DUTCH SHELL PLC-A SHS;Energy;Oil, Gas & Consumable Fuels;ROYAL DUTCH SH-A
GB0033195214;GBp;LN;#N/A Field Not Applicable;Semi-Anl;KGF;Common Stock;KINGFISHER PLC;Consumer Discretionary;Specialty Retail;KINGFISHER PLC
GB0009252882;GBp;LN;#N/A Field Not Applicable;Quarter;GSK;Common Stock;GLAXOSMITHKLINE PLC;Health Care;Pharmaceuticals;GLAXOSMITHKLINE
GB00BDR05C01;GBp;LN;#N/A Field Not Applicable;Semi-Anl;NG/;Common Stock;NATIONAL GRID PLC;Utilities;Multi-Utilities;NATIONAL GRID PL
GB00BF8Q6K64;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SLA;Common Stock;STANDARD LIFE ABERDEEN PLC;Financials;Capital Markets;STANDARD LIFE AB
GB0004082847;GBp;LN;#N/A Field Not Applicable;Semi-Anl;STAN;Common Stock;STANDARD CHARTERED PLC;Financials;Banks;STANDARD CHARTER
GB0002634946;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BA/;Common Stock;BAE SYSTEMS PLC;Industrials;Aerospace & Defense;BAE SYSTEMS PLC
GB00BH0P3Z91;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BHP;Common Stock;BHP GROUP PLC;Materials;Metals & Mining;BHP GROUP PLC
GB0007099541;GBp;LN;#N/A Field Not Applicable;Semi-Anl;PRU;Common Stock;PRUDENTIAL PLC;Financials;Insurance;PRUDENTIAL PLC
GB0008220112;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SMDS;Common Stock;DS SMITH PLC;Materials;Containers & Packaging;DS SMITH PLC
GB00BD6K4575;GBp;LN;#N/A Field Not Applicable;Irreg;CPG;Common Stock;COMPASS GROUP PLC;Consumer Discretionary;Hotels, Restaurants & Leisure;COMPASS GROUP
GB0000811801;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BDEV;Common Stock;BARRATT DEVELOPMENTS PLC;Consumer Discretionary;Household Durables;BARRATT DEV
GB0001367019;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BLND;REIT;BRITISH LAND CO PLC;Real Estate;Equity Real Estate Investment;BRIT LAND CO PLC
GB00B082RF11;GBp;LN;#N/A Field Not Applicable;Irreg;RTO;Common Stock;RENTOKIL INITIAL PLC;Industrials;Commercial Services & Supplies;RENTOKIL INITIAL
JE00B8KF9B49;GBp;LN;#N/A Field Not Applicable;Semi-Anl;WPP;Common Stock;WPP PLC;Communication Services;Media;WPP PLC
GB00BMJ6DW54;GBp;LN;#N/A Field Not Applicable;Irreg;INF;Common Stock;INFORMA PLC;Communication Services;Media;INFORMA PLC
GB0002374006;GBp;LN;#N/A Field Not Applicable;Semi-Anl;DGE;Common Stock;DIAGEO PLC;Consumer Staples;Beverages;DIAGEO PLC
GB00B1XZS820;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AAL;Common Stock;ANGLO AMERICAN PLC;Materials;Metals & Mining;ANGLO AMER PLC
GB00B2B0DG97;GBp;LN;#N/A Field Not Applicable;Semi-Anl;REL;Common Stock;RELX PLC;Industrials;Professional Services;RELX PLC
GB00BLDYK618;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SMT;Closed-End Fund;SCOTTISH MORTGAGE INV TR PLC;#N/A N/A;#N/A N/A;SCOT MORTGAGE IT
GB0007908733;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SSE;Common Stock;SSE PLC;Utilities;Electric Utilities;SSE PLC
GB0002875804;GBp;LN;#N/A Field Not Applicable;Quarter;BATS;Common Stock;BRITISH AMERICAN TOBACCO PLC;Consumer Staples;Tobacco;BRIT AMER TOBACC
GB00BVYVFW23;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AUTO;Common Stock;AUTO TRADER GROUP PLC;Communication Services;Interactive Media & Services;AUTO TRADER
GB00B71N6K86;GBp;LN;#N/A Field Not Applicable;Semi-Anl;EVR;Common Stock;EVRAZ PLC;Materials;Metals & Mining;EVRAZ
GB00B5ZN1N88;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SGRO;REIT;SEGRO PLC;Real Estate;Equity Real Estate Investment;SEGRO PLC
GB00BDD85M81;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AVST;Common Stock;AVAST PLC;Information Technology;Software;AVAST PLC
GB0006776081;GBp;LN;#N/A Field Not Applicable;Semi-Anl;PSON;Common Stock;PEARSON PLC;Communication Services;Media;PEARSON PLC
GB0007188757;GBp;LN;#N/A Field Not Applicable;Semi-Anl;RIO;Common Stock;RIO TINTO PLC;Materials;Metals & Mining;RIO TINTO PLC
GB00BKKMKR23;GBp;LN;#N/A Field Not Applicable;Semi-Anl;RSA;Common Stock;RSA INSURANCE GROUP LTD;Financials;Insurance;RSA INSURANCE GR
GB00B8C3BL03;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SGE;Common Stock;SAGE GROUP PLC/THE;Information Technology;Software;SAGE GROUP
GB00BYW0PQ60;GBp;LN;#N/A Field Not Applicable;Quarter;LAND;REIT;LAND SECURITIES GROUP PLC;Real Estate;Equity Real Estate Investment;LAND SECURITIES
IM00B5VQMV65;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ENT;Common Stock;ENTAIN PLC;Consumer Discretionary;Hotels, Restaurants & Leisure;ENTAIN PLC
GB00B10RZP78;GBp;LN;#N/A Field Not Applicable;Quarter;ULVR;Common Stock;UNILEVER PLC;Consumer Staples;Personal Products;UNILEVER PLC
GB00BGDT3G23;GBp;LN;#N/A Field Not Applicable;Semi-Anl;RMV;Common Stock;RIGHTMOVE PLC;Communication Services;Interactive Media & Services;RIGHTMOVE
GB0004544929;GBp;LN;#N/A Field Not Applicable;Quarter;IMB;Common Stock;IMPERIAL BRANDS PLC;Consumer Staples;Tobacco;IMPERIAL BRANDS
GB00BYX91H57;GBp;LN;#N/A Field Not Applicable;Semi-Anl;JD/;Common Stock;JD SPORTS FASHION PLC;Consumer Discretionary;Specialty Retail;JD SPORTS FASHIO
GB00B39J2M42;GBp;LN;#N/A Field Not Applicable;Semi-Anl;UU/;Common Stock;UNITED UTILITIES GROUP PLC;Utilities;Water Utilities;UNITED UTILITIES
GB0009223206;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SN/;Common Stock;SMITH & NEPHEW PLC;Health Care;Health Care Equipment & Suppli;SMITH & NEPHEW
GB00B3MBS747;GBp;LN;#N/A Field Not Applicable;None;OCDO;Common Stock;OCADO GROUP PLC;Consumer Discretionary;Internet & Direct Marketing Re;OCADO GROUP PLC
GB0009895292;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AZN;Common Stock;ASTRAZENECA PLC;Health Care;Pharmaceuticals;ASTRAZENECA PLC
GB00B1YW4409;GBp;LN;#N/A Field Not Applicable;Semi-Anl;III;Common Stock;3I GROUP PLC;Financials;Capital Markets;3I GROUP PLC
GB0000456144;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ANTO;Common Stock;ANTOFAGASTA PLC;Materials;Metals & Mining;ANTOFAGASTA PLC
GB0007669376;GBp;LN;#N/A Field Not Applicable;Semi-Anl;STJ;Common Stock;ST JAMES'S PLACE PLC;Financials;Capital Markets;ST JAMES'S PLACE
JE00B6T5S470;GBp;LN;#N/A Field Not Applicable;Semi-Anl;POLY;Common Stock;POLYMETAL INTERNATIONAL PLC;Materials;Metals & Mining;POLYMETAL
GB00B19NLV48;GBp;LN;#N/A Field Not Applicable;Semi-Anl;EXPN;Common Stock;EXPERIAN PLC;Industrials;Professional Services;EXPERIAN PLC
GB00B1CRLC47;GBp;LN;#N/A Field Not Applicable;Semi-Anl;MNDI;Common Stock;MONDI PLC;Materials;Paper & Forest Products;MONDI PLC
GB0000536739;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AHT;Common Stock;ASHTEAD GROUP PLC;Industrials;Trading Companies & Distributo;ASHTEAD GROUP
GB00B2QPKJ12;GBp;LN;#N/A Field Not Applicable;Semi-Anl;FRES;Common Stock;FRESNILLO PLC;Materials;Metals & Mining;FRESNILLO PLC
GB0031743007;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BRBY;Common Stock;BURBERRY GROUP PLC;Consumer Discretionary;Textiles, Apparel & Luxury Goo;BURBERRY GROUP
GB00BGXQNP29;GBp;LN;#N/A Field Not Applicable;Semi-Anl;PHNX;Common Stock;PHOENIX GROUP HOLDINGS PLC;Financials;Insurance;PHOENIX GROUP HO
GB0006825383;GBp;LN;#N/A Field Not Applicable;Semi-Anl;PSN;Common Stock;PERSIMMON PLC;Consumer Discretionary;Household Durables;PERSIMMON
IE0001827041;EUR;ID;#N/A Field Not Applicable;Semi-Anl;CRH;Common Stock;CRH PLC;Materials;Construction Materials;CRH PLC
GB00B24CGK77;GBp;LN;#N/A Field Not Applicable;Semi-Anl;RKT;Common Stock;RECKITT BENCKISER GROUP PLC;Consumer Staples;Household Products;RECKITT BENCKISE
GB00B1VZ0M25;GBp;LN;#N/A Field Not Applicable;Semi-Anl;HL/;Common Stock;HARGREAVES LANSDOWN PLC;Financials;Capital Markets;HARGREAVES LANSD
GB00B18V8630;GBp;LN;#N/A Field Not Applicable;Semi-Anl;PNN;Common Stock;PENNON GROUP PLC;Utilities;Water Utilities;PENNON GRP PLC
GB00BYT1DJ19;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ICP;Common Stock;INTERMEDIATE CAPITAL GROUP;Financials;Capital Markets;INTERMEDIATE CAP
GB0006731235;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ABF;Common Stock;ASSOCIATED BRITISH FOODS PLC;Consumer Staples;Food Products;ASSOC BRIT FOODS
GB00B1WY2338;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SMIN;Common Stock;SMITHS GROUP PLC;Industrials;Industrial Conglomerates;SMITHS GRP PLC
GB00B1KJJ408;GBp;LN;#N/A Field Not Applicable;Semi-Anl;WTB;Common Stock;WHITBREAD PLC;Consumer Discretionary;Hotels, Restaurants & Leisure;WHITBREAD PLC
GB00B0744B38;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BNZL;Common Stock;BUNZL PLC;Industrials;Trading Companies & Distributo;BUNZL PLC
GB0004052071;GBp;LN;#N/A Field Not Applicable;Semi-Anl;HLMA;Common Stock;HALMA PLC;Information Technology;Electronic Equipment, Instrume;HALMA PLC
GB00B0LCW083;GBp;LN;#N/A Field Not Applicable;Semi-Anl;HIK;Common Stock;HIKMA PHARMACEUTICALS PLC;Health Care;Pharmaceuticals;HIKMA PHARMACEUT
GB00BHJYC057;GBp;LN;#N/A Field Not Applicable;Semi-Anl;IHG;Common Stock;INTERCONTINENTAL HOTELS GROU;Consumer Discretionary;Hotels, Restaurants & Leisure;INTERCONTINENTAL
CH0198251305;GBp;LN;#N/A Field Not Applicable;None;CCH;Common Stock;COCA-COLA HBC AG-DI;Consumer Staples;Beverages;COCA-COLA HBC AG
GB00B1FH8J72;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SVT;Common Stock;SEVERN TRENT PLC;Utilities;Water Utilities;SEVERN TRENT
GB00BYYTFB60;GBp;LN;#N/A Field Not Applicable;Semi-Anl;HSV;Common Stock;HOMESERVE PLC;Industrials;Commercial Services & Supplies;HOMESERVE PLC
GB00BZ4BQC70;GBp;LN;#N/A Field Not Applicable;Semi-Anl;JMAT;Common Stock;JOHNSON MATTHEY PLC;Materials;Chemicals;JOHNSON MATTHEY
GB00B02J6398;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ADM;Common Stock;ADMIRAL GROUP PLC;Financials;Insurance;ADMIRAL GROUP
GB00B0SWJX34;GBp;LN;#N/A Field Not Applicable;Semi-Anl;LSEG;Common Stock;LONDON STOCK EXCHANGE GROUP;Financials;Capital Markets;LONDON STOCK EX
GB00B02L3W35;GBp;LN;#N/A Field Not Applicable;Semi-Anl;BKG;Common Stock;BERKELEY GROUP HOLDINGS/THE;Consumer Discretionary;Household Durables;BERKELEY GROUP
GB0032089863;GBp;LN;#N/A Field Not Applicable;Semi-Anl;NXT;Common Stock;NEXT PLC;Consumer Discretionary;Multiline Retail;NEXT PLC
JE00BJVNSS43;GBp;LN;#N/A Field Not Applicable;Semi-Anl;FERG;Common Stock;FERGUSON PLC;Industrials;Trading Companies & Distributo;FERGUSON PLC
IE00BWT6H894;GBp;LN;#N/A Field Not Applicable;Irreg;FLTR;Common Stock;FLUTTER ENTERTAINMENT PLC-DI;Consumer Discretionary;Hotels, Restaurants & Leisure;FLUTTER ENTER-DI
GB00BJFFLV09;GBp;LN;#N/A Field Not Applicable;Semi-Anl;CRDA;Common Stock;CRODA INTERNATIONAL PLC;Materials;Chemicals;CRODA INTL.
GB0002405495;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SDR;Common Stock;SCHRODERS PLC;Financials;Capital Markets;SCHRODERS PLC
GB0031638363;GBp;LN;#N/A Field Not Applicable;Semi-Anl;ITRK;Common Stock;INTERTEK GROUP PLC;Industrials;Professional Services;INTERTEK GROUP
IE00B1RR8406;EUR;ID;#N/A Field Not Applicable;Semi-Anl;SKG;Common Stock;SMURFIT KAPPA GROUP PLC;Materials;Containers & Packaging;SMURFIT KAPPA GR
IE0002424939;GBp;LN;#N/A Field Not Applicable;Semi-Anl;DCC;Common Stock;DCC PLC;Industrials;Industrial Conglomerates;DCC PLC
GB00BBG9VN75;GBp;LN;#N/A Field Not Applicable;Semi-Anl;AVV;Common Stock;AVEVA GROUP PLC;Information Technology;Software;AVEVA GROUP PLC
GB00BWFGQN14;GBp;LN;#N/A Field Not Applicable;Semi-Anl;SPX;Common Stock;SPIRAX-SARCO ENGINEERING PLC;Industrials;Machinery;SPIRAX-SARCO ENG
DE0007164600;EUR;GY;#N/A Field Not Applicable;Annual;SAP;Common Stock;SAP SE;Information Technology;Software;SAP SE
DE0005557508;EUR;GY;#N/A Field Not Applicable;Annual;DTE;Common Stock;DEUTSCHE TELEKOM AG-REG;Communication Services;Diversified Telecommunication;DEUTSCHE TELEKOM
DE0006231004;EUR;GY;#N/A Field Not Applicable;Annual;IFX;Common Stock;INFINEON TECHNOLOGIES AG;Information Technology;Semiconductors & Semiconductor;INFINEON TECH
DE0007472060;EUR;GR;#N/A Field Not Applicable;Annual;WDI;Common Stock;WIRECARD AG;Information Technology;IT Services;WIRECARD AG
DE000A2YN900;EUR;GY;#N/A Field Not Applicable;None;TMV;Common Stock;TEAMVIEWER AG;Information Technology;Software;TEAMVIEWER AG
DE000SHL1006;EUR;GY;#N/A Field Not Applicable;Annual;SHL;Common Stock;SIEMENS HEALTHINEERS AG;Health Care;Health Care Equipment & Suppli;SIEMENS HEALTHIN
DE000A0TGJ55;EUR;GY;#N/A Field Not Applicable;None;VAR1;Common Stock;VARTA AG;Industrials;Electrical Equipment;VARTA AG
DE0005313704;EUR;GY;#N/A Field Not Applicable;Annual;AFX;Common Stock;CARL ZEISS MEDITEC AG - BR;Health Care;Health Care Equipment & Suppli;CARL ZEISS ME-BR
DE0007165631;EUR;GY;#N/A Field Not Applicable;Annual;SRT3;Preference;SARTORIUS AG-VORZUG;Health Care;Health Care Equipment & Suppli;SARTORIUS AG-PFD
NL0012169213;EUR;GY;#N/A Field Not Applicable;None;QIA;Common Stock;QIAGEN N.V.;Health Care;Life Sciences Tools & Services;QIAGEN NV
DE0005158703;EUR;GY;#N/A Field Not Applicable;Annual;BC8;Common Stock;BECHTLE AG;Information Technology;IT Services;BECHTLE AG
DE0006452907;EUR;GY;#N/A Field Not Applicable;Annual;NEM;Common Stock;NEMETSCHEK SE;Information Technology;Software;NEMETSCHEK SE
DE0005419105;EUR;GY;#N/A Field Not Applicable;Annual;COK;Common Stock;CANCOM SE;Information Technology;IT Services;CANCOM AG
DE000A1J5RX9;EUR;GY;#N/A Field Not Applicable;Annual;O2D;Common Stock;TELEFONICA DEUTSCHLAND HOLDI;Communication Services;Diversified Telecommunication;TELEFONICA DEUTS
DE0005664809;EUR;GY;#N/A Field Not Applicable;None;EVT;Common Stock;EVOTEC SE;Health Care;Life Sciences Tools & Services;EVOTEC SE
DE0006632003;EUR;GY;#N/A Field Not Applicable;None;MOR;Common Stock;MORPHOSYS AG;Health Care;Biotechnology;MORPHOSYS AG
DE0005089031;EUR;GY;#N/A Field Not Applicable;Annual;UTDI;Common Stock;UNITED INTERNET AG-REG SHARE;Communication Services;Diversified Telecommunication;UNITED INTERN-RE
DE000A288904;EUR;GY;#N/A Field Not Applicable;Annual;COP;Common Stock;COMPUGROUP MEDICAL SE & CO K;Health Care;Health Care Technology;COMPUGROUP MEDIC
DE000A2NB601;EUR;GY;#N/A Field Not Applicable;Annual;JEN;Common Stock;JENOPTIK AG;Information Technology;Electronic Equipment, Instrume;JENOPTIK AG
DE000WAF3001;EUR;GY;#N/A Field Not Applicable;Annual;WAF;Common Stock;SILTRONIC AG;Information Technology;Semiconductors & Semiconductor;SILTRONIC AG
DE000A2GS401;EUR;GY;#N/A Field Not Applicable;Annual;SOW;Common Stock;SOFTWARE AG;Information Technology;Software;SOFTWARE AG
DE000A0Z2ZZ5;EUR;GY;#N/A Field Not Applicable;Annual;FNTN;Common Stock;FREENET AG;Communication Services;Wireless Telecommunication Ser;FREENET AG
DE000A0WMPJ6;EUR;GY;#N/A Field Not Applicable;Irreg;AIXA;Common Stock;AIXTRON SE;Information Technology;Semiconductors & Semiconductor;AIXTRON SE
DE000A0D6554;EUR;GY;#N/A Field Not Applicable;None;NDX1;Common Stock;NORDEX SE;Industrials;Electrical Equipment;NORDEX SE
DE0005659700;EUR;GY;#N/A Field Not Applicable;Annual;EUZ;Common Stock;ECKERT & ZIEGLER STRAHLEN UN;Health Care;Health Care Equipment & Suppli;ECKERT & ZIEGLER
DE0005550636;EUR;GY;#N/A Field Not Applicable;Annual;DRW3;Preference;DRAEGERWERK AG - PREF;Health Care;Health Care Equipment & Suppli;DRAEGERWERK-PREF
DE0005545503;EUR;GY;#N/A Field Not Applicable;Annual;1U1;Common Stock;1&1 AG;Communication Services;Wireless Telecommunication Ser;1&1 AG
AT0000A0E9W5;EUR;GY;#N/A Field Not Applicable;Annual;SANT;Common Stock;S&T AG;Information Technology;IT Services;S&T AG
DE000NWRK013;EUR;GY;#N/A Field Not Applicable;Annual;NWO;Common Stock;NEW WORK SE;Communication Services;Interactive Media & Services;NEW WORK SE
DE0006916604;EUR;GY;#N/A Field Not Applicable;Annual;PFV;Common Stock;PFEIFFER VACUUM TECHNOLOGY;Industrials;Machinery;PFEIFFER VACUUM
DE0005140008;EUR;GY;#N/A Field Not Applicable;Annual;DBK;Common Stock;DEUTSCHE BANK AG-REGISTERED;Financials;Capital Markets;DEUTSCHE BANK-RG
DE0005557508;EUR;GY;#N/A Field Not Applicable;Annual;DTE;Common Stock;DEUTSCHE TELEKOM AG-REG;Communication Services;Diversified Telecommunication;DEUTSCHE TELEKOM
DE000ENAG999;EUR;GY;#N/A Field Not Applicable;Annual;EOAN;Common Stock;E.ON SE;Utilities;Multi-Utilities;E.ON SE
DE0006231004;EUR;GY;#N/A Field Not Applicable;Annual;IFX;Common Stock;INFINEON TECHNOLOGIES AG;Information Technology;Semiconductors & Semiconductor;INFINEON TECH
DE0007100000;EUR;GY;#N/A Field Not Applicable;Annual;DAI;Common Stock;DAIMLER AG-REGISTERED SHARES;Consumer Discretionary;Automobiles;DAIMLER AG
DE0007472060;EUR;GR;#N/A Field Not Applicable;Annual;WDI;Common Stock;WIRECARD AG;Information Technology;IT Services;WIRECARD AG
DE000BASF111;EUR;GY;#N/A Field Not Applicable;Annual;BAS;Common Stock;BASF SE;Materials;Chemicals;BASF SE
DE0005552004;EUR;GY;#N/A Field Not Applicable;Annual;DPW;Common Stock;DEUTSCHE POST AG-REG;Industrials;Air Freight & Logistics;DEUTSCHE POST-RG
DE000BAY0017;EUR;GY;#N/A Field Not Applicable;Annual;BAYN;Common Stock;BAYER AG-REG;Health Care;Pharmaceuticals;BAYER AG-REG
