ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN
DE0006632003,MOR,MorphoSys AG,Germany,XETRA,EUR,Common Stock,DE0006632003
DE000A0D9PT0,MTX,MTU Aero Engines AG,Germany,XETRA,EUR,Common Stock,DE000A0D9PT0
DE0008430026,MUV2,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,Germany,XETRA,EUR,Common Stock,DE0008430026
DE000A0D6554,NDX1,Nordex SE,Germany,XETRA,EUR,Common Stock,DE000A0D6554
US6541061031,NKE,"NIKE, Inc",Germany,XETRA,EUR,Common Stock,US6541061031
DE000NWRK013,NWO,New Work SE,Germany,XETRA,EUR,Common Stock,DE000NWRK013
DE000A1J5RX9,O2D,Telefónica Deutschland Holding AG,Germany,XETRA,EUR,Common Stock,DE000A1J5RX9
US7134481081,PEP,"PepsiCo, Inc",Germany,XETRA,EUR,Common Stock,US7134481081
US7170811035,PFE,Pfizer Inc,Germany,XETRA,EUR,Common Stock,US7170811035
DE0006916604,PFV,Pfeiffer Vacuum Technology AG,Germany,XETRA,EUR,Common Stock,DE0006916604
NL0012169213,QIA,QIAGEN N.V,Germany,XETRA,EUR,Common Stock,NL0012169213
DE0007037129,RWE,RWE AG,Germany,XETRA,EUR,Common Stock,DE0007037129
GB00B7T77214,RYS1,The Royal Bank of Scotland Group plc,Germany,XETRA,EUR,Common Stock,GB00B7T77214
AT0000A0E9W5,SANT,S&T AG,Germany,XETRA,EUR,Common Stock,AT0000A0E9W5
DE0007164600,SAP,SAP SE,Germany,XETRA,EUR,Common Stock,DE0007164600
DE000SHL1006,SHL,Siemens Healthineers AG,Germany,XETRA,EUR,Common Stock,DE000SHL1006
DE0007236101,SIE,Siemens Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0007236101
DE000A2GS401,SOW,Software Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE000A2GS401
IE00BFY0GT14,SPPW,SPDR MSCI World UCITS ETF,Germany,XETRA,EUR,ETF,IE00BFY0GT14
DE0007165631,SRT3,Sartorius Aktiengesellschaft,Germany,XETRA,EUR,Common Stock,DE0007165631
IE00B52MJY50,SXR1,iShares VII PLC - iShares Core MSCI Pac ex-Jpn ETF USD Acc,Germany,XETRA,EUR,ETF,IE00B52MJY50
IE00B53QG562,SXR7,iShares VII PLC -iShares Core MSCI EMU UCITS ETF EUR (Acc),Germany,XETRA,EUR,ETF,IE00B53QG562
IE00B5BMR087,SXR8,iShares Core S&amp;P 500 UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B5BMR087
IE00B3VWN393,SXRL,iShares $ Treasury Bond 3-7yr UCITS ETF USD (Acc),Germany,XETRA,USD,ETF,IE00B3VWN393
IE00B53L3W79,SXRT,iShares VII PLC - iShares Core EURO STOXX 50 ETF EUR Acc,Germany,XETRA,EUR,ETF,IE00B53L3W79
IE00B53SZB19,SXRV,iShares NASDAQ 100 UCITS ETF USD (Acc),Germany,XETRA,EUR,ETF,IE00B53SZB19
US8636671013,SYK,Stryker Corporation,Germany,XETRA,EUR,Common Stock,US8636671013
NL0009690221,T6ET,VanEck Vectors ETFs N.V. - VanEck Vectors Global Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690221
NL0009690247,TCBT,VanEck Vectors iBoxx EUR Corporates UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690247
NL0009690254,TGBT,VanEck Vectors iBoxx EUR Sovereign Diversified 1-10 UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690254
US88160R1014,TL0,"Tesla, Inc",Germany,XETRA,EUR,Common Stock,US88160R1014
DE000A2YN900,TMV,TeamViewer AG,Germany,XETRA,EUR,Common Stock,DE000A2YN900
NL0009690239,TRET,VanEck Vectors Global Real Estate UCITS ETF,Germany,XETRA,EUR,ETF,NL0009690239
NL0010408704,TSWE,VanEck Vectors Sustainable World Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0010408704
LU1048313891,UEF5,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Emerging Markets Socially Responsible UCITS ETF(USD)A-dis,Germany,XETRA,EUR,ETF,LU1048313891
LU0629459743,UIMM,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI World Socially Responsible UCITS ETF(USD)A-dis,Germany,XETRA,EUR,ETF,LU0629459743
LU0629460089,UIMP,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI USA Socially Responsible UCITS ETF(USD)A-dis,Germany,XETRA,EUR,ETF,LU0629460089
LU0629460675,UIMR,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI EMU Socially Responsible UCITS ETF(EUR)A-dis,Germany,XETRA,EUR,ETF,LU0629460675
LU0629460832,UIMT,UBS(Lux)Fund Solutions &#226;&#128;&#147; MSCI Pacific Socially Responsible UCITS ETF(USD)A-dis,Germany,XETRA,EUR,ETF,LU0629460832
US91324P1021,UNH,UnitedHealth Group Incorporated,Germany,XETRA,EUR,Common Stock,US91324P1021
IE00BYPLS672,USPY,L&G Cyber Security UCITS ETF,Germany,XETRA,EUR,ETF,IE00BYPLS672
DE0005089031,UTDI,United Internet AG,Germany,XETRA,EUR,Common Stock,DE0005089031
NL0010731816,V3ET,VanEck Vectors™ European Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0010731816
DE000A0TGJ55,VAR1,Varta AG,Germany,XETRA,EUR,Common Stock,DE000A0TGJ55
NL0011683594,VDIV,VanEck Vectors™ Morningstar Developed Markets Dividend Leaders UCITS ETF,Germany,XETRA,EUR,ETF,NL0011683594
IE00BKX55S42,VERX,Vanguard FTSE Developed Europe ex UK UCITS ETF Distributing,Germany,XETRA,EUR,ETF,IE00BKX55S42
IE00B3VVMM84,VFEM,Vanguard FTSE Emerging Markets UCITS ETF USD Distributing,Germany,XETRA,EUR,ETF,IE00B3VVMM84
IE00B9F5YL18,VGEJ,Vanguard Funds Public Limited Company - Vanguard FTSE Developed Asia Pacific ex Japan UCITS ETF,Germany,XETRA,EUR,ETF,IE00B9F5YL18
IE00BZ163L38,VGEM,Vanguard USD Emerging Markets Government Bond UCITS ETF,Germany,XETRA,EUR,ETF,IE00BZ163L38
IE00B945VV12,VGEU,Vanguard FTSE Developed Europe UCITS,Germany,XETRA,EUR,ETF,IE00B945VV12
IE00BZ163M45,VGTY,Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF,Germany,XETRA,EUR,ETF,IE00BZ163M45
IE00BKX55T58,VGVE,Vanguard FTSE Developed World UCITS,Germany,XETRA,EUR,ETF,IE00BKX55T58
IE00B8GKDB10,VGWD,Vanguard FTSE All-World High Dividend Yield UCITS ETF USD Distributing,Germany,XETRA,EUR,ETF,IE00B8GKDB10
IE00B3RBWM25,VGWL,Vanguard FTSE All-World UCITS ETF,Germany,XETRA,EUR,ETF,IE00B3RBWM25
NL0010273801,VIGB,VanEck Vectors ETFs N.V. - VanEck Vectors iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,Germany,XETRA,EUR,ETF,NL0010273801
IE00B95PGT31,VJPN,Vanguard FTSE Japan UCITS ETF USD Distributing,Germany,XETRA,EUR,ETF,IE00B95PGT31
NL0011376074,VMUS,VanEck Vectors ETFs N.V. - VanEck Vectors Morningstar North America Equal Weight UCITS ETF,Germany,XETRA,EUR,ETF,NL0011376074
DE000A1ML7J1,VNA,Vonovia SE,Germany,XETRA,EUR,Common Stock,DE000A1ML7J1
GB00BH4HKS39,VODI,Vodafone Group Plc,Germany,XETRA,EUR,Common Stock,GB00BH4HKS39
LU0832435464,VOOL,Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF - C-EUR,Germany,XETRA,EUR,ETF,LU0832435464
IE00B3XXRP09,VUSA,Vanguard S&P 500 UCITS ETF,Germany,XETRA,EUR,ETF,IE00B3XXRP09
DE000WAF3001,WAF,Siltronic AG,Germany,XETRA,EUR,Common Stock,DE000WAF3001
US9311421039,WMT,Walmart Inc,Germany,XETRA,EUR,Common Stock,US9311421039
IE00BWBXM948,ZPDT,SPDR S&amp;P U.S. Technology Select Sector UCITS ETF,Germany,XETRA,EUR,ETF,IE00BWBXM948
IT0001233417,A2A,A2A S.p.A,Italy,MI,EUR,Common Stock,IT0001233417
IT0004056880,AMP,Amplifon S.p.A,Italy,MI,EUR,Common Stock,IT0004056880
US0231351067,AMZN,"Amazon.com, Inc",Italy,MI,EUR,Common Stock,US0231351067
IT0003506190,ATL,Atlantia SpA,Italy,MI,EUR,Common Stock,IT0003506190
IE00B3CNHG25,AUCO,L&G Gold Mining UCITS ETF,Italy,MI,EUR,ETF,IE00B3CNHG25
IT0003261697,AZM,Azimut Holding S.p.A,Italy,MI,EUR,Common Stock,IT0003261697
IT0005218380,BAMI,Banco BPM S.p.A,Italy,MI,EUR,Common Stock,IT0005218380
IT0001031084,BGN,Banca Generali S.p.A,Italy,MI,EUR,Common Stock,IT0001031084
IT0000066123,BPE,BPER Banca SpA,Italy,MI,EUR,Common Stock,IT0000066123
IT0005252728,BRE,Brembo S.p.A,Italy,MI,EUR,Common Stock,IT0005252728
LU1598691050,BTP13,Lyxor Index Fund - Lyxor EuroMTS 1-3Y Italy BTP Government Bond (DR) UCITS ETF Dist,Italy,MI,EUR,ETF,LU1598691050
IT0001347308,BZU,Buzzi Unicem S.p.A,Italy,MI,EUR,Common Stock,IT0001347308
LU1215461085,CBSUS,UBS(Lux)Fund Solutions &#226;&#128;&#147; Bloomberg Barclays MSCI US Liquid Corp Sust UCITS ETF(USD)A-dis,Italy,MI,EUR,ETF,LU1215461085
NL0010545661,CNHI,CNH Industrial N.V,Italy,MI,EUR,Common Stock,NL0010545661
GB00B15KXV33,CRUD,WisdomTree WTI Crude Oil,Italy,MI,EUR,ETF,GB00B15KXV33
IT0003492391,DIA,DiaSorin S.p.A,Italy,MI,EUR,Common Stock,IT0003492391
IT0003128367,ENEL,Enel SpA,Italy,MI,EUR,Common Stock,IT0003128367
LU1940199711,ESGE,Multi Units Luxembourg - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF,Italy,MI,EUR,ETF,LU1940199711
NL0012059018,EXO,Exor N.V,Italy,MI,EUR,Common Stock,NL0012059018
IT0000072170,FBK,FinecoBank Banca Fineco S.p.A,Italy,MI,EUR,Common Stock,IT0000072170
IT0000062072,G,Assicurazioni Generali S.p.A,Italy,MI,EUR,Common Stock,IT0000062072
US02079K1079,GOOG,Alphabet Inc,Italy,MI,EUR,Common Stock,US02079K1079
IT0005211237,IG,Italgas S.p.A,Italy,MI,EUR,Common Stock,IT0005211237
IT0000072618,ISP,Intesa Sanpaolo S.p.A,Italy,MI,EUR,Common Stock,IT0000072618
IT0000336518,JUVE,Juventus Football Club S.p.A,Italy,MI,EUR,Common Stock,IT0000336518
IT0003856405,LDO,Leonardo S.p.a,Italy,MI,EUR,Common Stock,IT0003856405
IT0000062957,MB,Mediobanca Banca di Credito Finanziario S.p.A,Italy,MI,EUR,Common Stock,IT0000062957
IT0004965148,MONC,Moncler S.p.A,Italy,MI,EUR,Common Stock,IT0004965148
JE00B1VS3333,PHAG,WisdomTree Physical Silver,Italy,MI,EUR,ETF,JE00B1VS3333
JE00B1VS3770,PHAU,WisdomTree Physical Gold,Italy,MI,EUR,ETF,JE00B1VS3770
JE00B1VS3002,PHPD,WisdomTree Physical Palladium,Italy,MI,EUR,ETF,JE00B1VS3002
IT0005278236,PIRC,Pirelli & C. S.p.A,Italy,MI,EUR,Common Stock,IT0005278236
IT0004176001,PRY,Prysmian S.p.A,Italy,MI,EUR,Common Stock,IT0004176001
IT0003796171,PST,Poste Italiane SpA,Italy,MI,EUR,Common Stock,IT0003796171
IT0003828271,REC,Recordati Industria Chimica e Farmaceutica S.p.A,Italy,MI,EUR,Common Stock,IT0003828271
IT0004712375,SFER,Salvatore Ferragamo S.p.A,Italy,MI,EUR,Common Stock,IT0004712375
JE00B588CD74,SGBS,WisdomTree Physical Swiss Gold,Italy,MI,EUR,ETF,JE00B588CD74
IE00B579F325,SGLD,Invesco Physical Gold ETC,Italy,MI,EUR,ETF,IE00B579F325
IT0005252140,SPM,Saipem SpA,Italy,MI,EUR,Common Stock,IT0005252140
LU0959211243,SPXH,Lyxor S&P 500 UCITS ETF - Daily Hedged D-EUR,Italy,MI,EUR,ETF,LU0959211243
IT0003153415,SRG,Snam S.p.A,Italy,MI,EUR,Common Stock,IT0003153415
LU0156801721,TEN,Tenaris S.A,Italy,MI,EUR,Common Stock,LU0156801721
IT0003497168,TIT,Telecom Italia S.p.A,Italy,MI,EUR,Common Stock,IT0003497168
IT0003242622,TRN,Terna - Rete Elettrica Nazionale Società per Azioni,Italy,MI,EUR,Common Stock,IT0003242622
IT0005239360,UCG,UniCredit S.p.A,Italy,MI,EUR,Common Stock,IT0005239360
IT0004810054,UNI,Unipol Gruppo S.p.A,Italy,MI,EUR,Common Stock,IT0004810054
IT0004827447,US,UnipolSai Assicurazioni S.p.A,Italy,MI,EUR,Common Stock,IT0004827447
BE0003874915,FAGR,Fagron NV,Belgium,BR,EUR,Common Stock,BE0003874915
BE0974349814,WDP,Warehouses De Pauw NV,Belgium,BR,EUR,Common Stock,BE0974349814
CH0012221716,ABBN,ABB Ltd,Switzerland,VX,CHF,Common Stock,CH0012221716
CH0012138605,ADEN,Adecco Group AG,Switzerland,VX,CHF,Common Stock,CH0012138605
CH0210483332,CFR,Compagnie Financière Richemont SA,Switzerland,VX,CHF,Common Stock,CH0210483332
CH0012138530,CSGN,Credit Suisse Group AG,Switzerland,VX,CHF,Common Stock,CH0012138530
CH0030170408,GEBN,Geberit AG,Switzerland,VX,CHF,Common Stock,CH0030170408
CH0010645932,GIVN,Givaudan SA,Switzerland,VX,CHF,Common Stock,CH0010645932
CH0013841017,LONN,Lonza Group Ltd,Switzerland,VX,CHF,Common Stock,CH0013841017
CH0038863350,NESN,Nestlé S.A,Switzerland,VX,CHF,Common Stock,CH0038863350
CH0012005267,NOVN,Novartis AG,Switzerland,VX,CHF,Common Stock,CH0012005267
CH0012032048,ROG,Roche Holding AG,Switzerland,VX,CHF,Common Stock,CH0012032048
CH0008742519,SCMN,Swisscom AG,Switzerland,VX,CHF,Common Stock,CH0008742519
CH0002497458,SGSN,SGS SA,Switzerland,VX,CHF,Common Stock,CH0002497458
CH0418792922,SIKA,Sika AG,Switzerland,VX,CHF,Common Stock,CH0418792922
CH0014852781,SLHN,Swiss Life Holding AG,Switzerland,VX,CHF,Common Stock,CH0014852781
CH0126881561,SREN,Swiss Re Ltd,Switzerland,VX,CHF,Common Stock,CH0126881561
CH0244767585,UBSG,UBS Group AG,Switzerland,VX,CHF,Common Stock,CH0244767585
CH0012255151,UHR,The Swatch Group AG,Switzerland,VX,CHF,Common Stock,CH0012255151
CH0011075394,ZURN,Zurich Insurance Group AG,Switzerland,VX,CHF,Common Stock,CH0011075394
US00846U1016,A,"Agilent Technologies, Inc",USA,NYSE,USD,Common Stock,US00846U1016
US02376R1023,AAL,American Airlines Group Inc,USA,NASDAQ,USD,Common Stock,US02376R1023
US00751Y1064,AAP,"Advance Auto Parts, Inc",USA,NYSE,USD,Common Stock,US00751Y1064
US0378331005,AAPL,Apple Inc,USA,NASDAQ,USD,Common Stock,US0378331005
US03073E1055,ABC,AmerisourceBergen Corporation,USA,NYSE,USD,Common Stock,US03073E1055
US0028241000,ABT,Abbott Laboratories,USA,NYSE,USD,Common Stock,US0028241000
US00724F1012,ADBE,Adobe Inc,USA,NASDAQ,USD,Common Stock,US00724F1012
US0326541051,ADI,"Analog Devices, Inc",USA,NASDAQ,USD,Common Stock,US0326541051
US0530151036,ADP,"Automatic Data Processing, Inc",USA,NASDAQ,USD,Common Stock,US0530151036
US0185811082,ADS,Alliance Data Systems Corporation,USA,NYSE,USD,Common Stock,US0185811082
US0527691069,ADSK,"Autodesk, Inc",USA,NASDAQ,USD,Common Stock,US0527691069
US0236081024,AEE,Ameren Corporation,USA,NYSE,USD,Common Stock,US0236081024
US00130H1059,AES,The AES Corporation,USA,NYSE,USD,Common Stock,US00130H1059
US0010551028,AFL,Aflac Incorporated,USA,NYSE,USD,Common Stock,US0010551028
US0268747849,AIG,"American International Group, Inc",USA,NYSE,USD,Common Stock,US0268747849
US04621X1081,AIZ,"Assurant, Inc",USA,NYSE,USD,Common Stock,US04621X1081
US00971T1016,AKAM,"Akamai Technologies, Inc",USA,NASDAQ,USD,Common Stock,US00971T1016
US0162551016,ALGN,"Align Technology, Inc",USA,NASDAQ,USD,Common Stock,US0162551016
US0200021014,ALL,The Allstate Corporation,USA,NYSE,USD,Common Stock,US0200021014
US0382221051,AMAT,"Applied Materials, Inc",USA,NASDAQ,USD,Common Stock,US0382221051
US00165C1045,AMC,"AMC Entertainment Holdings, Inc",USA,NYSE,USD,Common Stock,US00165C1045
US0079031078,AMD,"Advanced Micro Devices, Inc",USA,NASDAQ,USD,Common Stock,US0079031078
US0311001004,AME,"AMETEK, Inc",USA,NYSE,USD,Common Stock,US0311001004
US0082521081,AMG,"Affiliated Managers Group, Inc",USA,NYSE,USD,Common Stock,US0082521081
US0311621009,AMGN,Amgen Inc,USA,NASDAQ,USD,Common Stock,US0311621009
US03076C1062,AMP,"Ameriprise Financial, Inc",USA,NYSE,USD,Common Stock,US03076C1062
US03027X1000,AMT,American Tower Corporation (REIT),USA,NYSE,USD,Common Stock,US03027X1000
US05329W1027,AN,"AutoNation, Inc",USA,NYSE,USD,Common Stock,US05329W1027
US0028962076,ANF,Abercrombie & Fitch Co,USA,NYSE,USD,Common Stock,US0028962076
US0367521038,ANTM,"Anthem, Inc",USA,NYSE,USD,Common Stock,US0367521038
US0374111054,APA,APA Corporation,USA,NASDAQ,USD,Common Stock,US0374111054
US0091581068,APD,"Air Products and Chemicals, Inc",USA,NYSE,USD,Common Stock,US0091581068
US0320951017,APH,Amphenol Corporation,USA,NYSE,USD,Common Stock,US0320951017
CA03765K1049,APHA,"Tilray, Inc",USA,NASDAQ,USD,Common Stock,CA03765K1049
US0152711091,ARE,"Alexandria Real Estate Equities, Inc",USA,NYSE,USD,Common Stock,US0152711091
SE0011166610,ATLKF,Atlas Copco AB,USA,PINK,USD,Common Stock,SE0011166610
SE0011166628,ATTLF,Atlas Copco AB,USA,PINK,USD,Common Stock,SE0011166628
US00507V1098,ATVI,"Activision Blizzard, Inc",USA,NASDAQ,USD,Common Stock,US00507V1098
US0534841012,AVB,"AvalonBay Communities, Inc",USA,NYSE,USD,Common Stock,US0534841012
US11135F1012,AVGO,Broadcom Inc,USA,NASDAQ,USD,Common Stock,US11135F1012
US0536111091,AVY,Avery Dennison Corporation,USA,NYSE,USD,Common Stock,US0536111091
US0258161092,AXP,American Express Company,USA,NYSE,USD,Common Stock,US0258161092
GB0009895292,AZNCF,AstraZeneca PLC,USA,PINK,USD,Common Stock,GB0009895292
US0533321024,AZO,"AutoZone, Inc",USA,NYSE,USD,Common Stock,US0533321024
US0970231058,BA,The Boeing Company,USA,NYSE,USD,Common Stock,US0970231058
US01609W1027,BABA,Alibaba Group Holding Limited,USA,NYSE,USD,Common Stock,US01609W1027
GB0002634946,BAESF,BAE Systems plc,USA,PINK,USD,Common Stock,GB0002634946
US0718131099,BAX,Baxter International Inc,USA,NYSE,USD,Common Stock,US0718131099
US0865161014,BBY,"Best Buy Co., Inc",USA,NYSE,USD,Common Stock,US0865161014
GB0031348658,BCLYF,Barclays PLC,USA,PINK,USD,Common Stock,GB0031348658
US0758871091,BDX,"Becton, Dickinson and Company",USA,NYSE,USD,Common Stock,US0758871091
US3546131018,BEN,"Franklin Resources, Inc",USA,NYSE,USD,Common Stock,US3546131018
US1156372096,BF-B,Brown-Forman Corporation,USA,NYSE,USD,Common Stock,US1156372096
US09062X1037,BIIB,Biogen Inc,USA,NASDAQ,USD,Common Stock,US09062X1037
US0640581007,BK,The Bank of New York Mellon Corporation,USA,NYSE,USD,Common Stock,US0640581007
US09857L1089,BKNG,Booking Holdings Inc,USA,NASDAQ,USD,Common Stock,US09857L1089
US09247X1019,BLK,"BlackRock, Inc",USA,NYSE,USD,Common Stock,US09247X1019
US0584981064,BLL,Ball Corporation,USA,NYSE,USD,Common Stock,US0584981064
US09061G1013,BMRN,BioMarin Pharmaceutical Inc,USA,NASDAQ,USD,Common Stock,US09061G1013
US1101221083,BMY,Bristol-Myers Squibb Company,USA,NYSE,USD,Common Stock,US1101221083
US0846707026,BRK-B,Berkshire Hathaway Inc,USA,NYSE,USD,Common Stock,US0846707026
US1011371077,BSX,Boston Scientific Corporation,USA,NYSE,USD,Common Stock,US1011371077
US0997241064,BWA,BorgWarner Inc,USA,NYSE,USD,Common Stock,US0997241064
US1011211018,BXP,"Boston Properties, Inc",USA,NYSE,USD,Common Stock,US1011211018
US08862E1091,BYND,"Beyond Meat, Inc",USA,NASDAQ,USD,Common Stock,US08862E1091
US1729674242,C,Citigroup Inc,USA,NYSE,USD,Common Stock,US1729674242
US2058871029,CAG,"Conagra Brands, Inc",USA,NYSE,USD,Common Stock,US2058871029
US14149Y1082,CAH,"Cardinal Health, Inc",USA,NYSE,USD,Common Stock,US14149Y1082
US12504L1098,CBRE,"CBRE Group, Inc",USA,NYSE,USD,Common Stock,US12504L1098
US22822V1017,CCI,Crown Castle International Corp. (REIT),USA,NYSE,USD,Common Stock,US22822V1017
PA1436583006,CCL,Carnival Corporation & plc,USA,NYSE,USD,Common Stock,PA1436583006
US1273871087,CDNS,"Cadence Design Systems, Inc",USA,NASDAQ,USD,Common Stock,US1273871087
US1567821046,CERN,Cerner Corporation,USA,NASDAQ,USD,Common Stock,US1567821046
US1252691001,CF,"CF Industries Holdings, Inc",USA,NYSE,USD,Common Stock,US1252691001
US12541W2098,CHRW,"C.H. Robinson Worldwide, Inc",USA,NASDAQ,USD,Common Stock,US12541W2098
US1720621010,CINF,Cincinnati Financial Corporation,USA,NASDAQ,USD,Common Stock,US1720621010
US1941621039,CL,Colgate-Palmolive Company,USA,NYSE,USD,Common Stock,US1941621039
US1890541097,CLX,The Clorox Company,USA,NYSE,USD,Common Stock,US1890541097
US2003401070,CMA,Comerica Incorporated,USA,NYSE,USD,Common Stock,US2003401070
US20030N1019,CMCSA,Comcast Corporation,USA,NASDAQ,USD,Common Stock,US20030N1019
US12572Q1058,CME,CME Group Inc,USA,NASDAQ,USD,Common Stock,US12572Q1058
US1696561059,CMG,"Chipotle Mexican Grill, Inc",USA,NYSE,USD,Common Stock,US1696561059
US2310211063,CMI,Cummins Inc,USA,NYSE,USD,Common Stock,US2310211063
US1258961002,CMS,CMS Energy Corporation,USA,NYSE,USD,Common Stock,US1258961002
US15135B1017,CNC,Centene Corporation,USA,NYSE,USD,Common Stock,US15135B1017
US14040H1059,COF,Capital One Financial Corporation,USA,NYSE,USD,Common Stock,US14040H1059
US1270971039,COG,Cabot Oil & Gas Corporation,USA,NYSE,USD,Common Stock,US1270971039
US20825C1045,COP,ConocoPhillips,USA,NYSE,USD,Common Stock,US20825C1045
US22160K1051,COST,Costco Wholesale Corporation,USA,NASDAQ,USD,Common Stock,US22160K1051
US1344291091,CPB,Campbell Soup Company,USA,NYSE,USD,Common Stock,US1344291091
US14888U1016,CPRX,"Catalyst Pharmaceuticals, Inc",USA,NASDAQ,USD,Common Stock,US14888U1016
US21833P1030,CRBP,"Corbus Pharmaceuticals Holdings, Inc",USA,NASDAQ,USD,Common Stock,US21833P1030
US17275R1023,CSCO,"Cisco Systems, Inc",USA,NASDAQ,USD,Common Stock,US17275R1023
US1264081035,CSX,CSX Corporation,USA,NASDAQ,USD,Common Stock,US1264081035
US1729081059,CTAS,Cintas Corporation,USA,NASDAQ,USD,Common Stock,US1729081059
US1924461023,CTSH,Cognizant Technology Solutions Corporation,USA,NASDAQ,USD,Common Stock,US1924461023
US1773761002,CTXS,"Citrix Systems, Inc",USA,NASDAQ,USD,Common Stock,US1773761002
US1266501006,CVS,CVS Health Corporation,USA,NYSE,USD,Common Stock,US1266501006
US1667641005,CVX,Chevron Corporation,USA,NYSE,USD,Common Stock,US1667641005
US25746U1097,D,"Dominion Energy, Inc",USA,NYSE,USD,Common Stock,US25746U1097
US2473617023,DAL,"Delta Air Lines, Inc",USA,NYSE,USD,Common Stock,US2473617023
US26210C1045,DBX,"Dropbox, Inc",USA,NASDAQ,USD,Common Stock,US26210C1045
US26614N1028,DD,"DuPont de Nemours, Inc",USA,NYSE,USD,Common Stock,US26614N1028
US2441991054,DE,Deere & Company,USA,NYSE,USD,Common Stock,US2441991054
US2547091080,DFS,Discover Financial Services,USA,NYSE,USD,Common Stock,US2547091080
US2566771059,DG,Dollar General Corporation,USA,NYSE,USD,Common Stock,US2566771059
US74834L1008,DGX,Quest Diagnostics Incorporated,USA,NYSE,USD,Common Stock,US74834L1008
US23331A1097,DHI,"D.R. Horton, Inc",USA,NYSE,USD,Common Stock,US23331A1097
US2358511028,DHR,Danaher Corporation,USA,NYSE,USD,Common Stock,US2358511028
US25470F3029,DISCK,"Discovery, Inc",USA,NASDAQ,USD,Common Stock,US25470F3029
US26142R1041,DKNG,DraftKings Inc,USA,NASDAQ,USD,Common Stock,US26142R1041
US2567461080,DLTR,"Dollar Tree, Inc",USA,NASDAQ,USD,Common Stock,US2567461080
US2600031080,DOV,Dover Corporation,USA,NYSE,USD,Common Stock,US2600031080
US2605571031,DOW,Dow Inc,USA,NYSE,USD,Common Stock,US2605571031
US2371941053,DRI,"Darden Restaurants, Inc",USA,NYSE,USD,Common Stock,US2371941053
US2333311072,DTE,DTE Energy Company,USA,NYSE,USD,Common Stock,US2333311072
US26441C2044,DUK,Duke Energy Corporation,USA,NYSE,USD,Common Stock,US26441C2044
US25179M1036,DVN,Devon Energy Corporation,USA,NYSE,USD,Common Stock,US25179M1036
US2855121099,EA,Electronic Arts Inc,USA,NASDAQ,USD,Common Stock,US2855121099
US2786421030,EBAY,eBay Inc,USA,NASDAQ,USD,Common Stock,US2786421030
US2091151041,ED,"Consolidated Edison, Inc",USA,NYSE,USD,Common Stock,US2091151041
US2944291051,EFX,Equifax Inc,USA,NYSE,USD,Common Stock,US2944291051
US2810201077,EIX,Edison International,USA,NYSE,USD,Common Stock,US2810201077
US5184391044,EL,The Estée Lauder Companies Inc,USA,NYSE,USD,Common Stock,US5184391044
US2774321002,EMN,Eastman Chemical Company,USA,NYSE,USD,Common Stock,US2774321002
US2910111044,EMR,Emerson Electric Co,USA,NYSE,USD,Common Stock,US2910111044
US26875P1012,EOG,"EOG Resources, Inc",USA,NYSE,USD,Common Stock,US26875P1012
US29444U7000,EQIX,"Equinix, Inc. (REIT)",USA,NASDAQ,USD,Common Stock,US29444U7000
US29476L1070,EQR,Equity Residential,USA,NYSE,USD,Common Stock,US29476L1070
US26884L1098,EQT,EQT Corporation,USA,NYSE,USD,Common Stock,US26884L1098
SE0000108656,ERIXF,Telefonaktiebolaget LM Ericsson (publ),USA,PINK,USD,Common Stock,SE0000108656
US2971781057,ESS,"Essex Property Trust, Inc",USA,NYSE,USD,Common Stock,US2971781057
US29273V1008,ET,Energy Transfer LP,USA,NYSE,USD,Common Stock,US29273V1008
US29364G1031,ETR,Entergy Corporation,USA,NYSE,USD,Common Stock,US29364G1031
US28176E1082,EW,Edwards Lifesciences Corporation,USA,NYSE,USD,Common Stock,US28176E1082
US30161N1019,EXC,Exelon Corporation,USA,NASDAQ,USD,Common Stock,US30161N1019
US3021301094,EXPD,"Expeditors International of Washington, Inc",USA,NASDAQ,USD,Common Stock,US3021301094
US30212P3038,EXPE,"Expedia Group, Inc",USA,NASDAQ,USD,Common Stock,US30212P3038
GB00B19NLV48,EXPGF,Experian plc,USA,OTCQX,USD,Common Stock,GB00B19NLV48
US3453708600,F,Ford Motor Company,USA,NYSE,USD,Common Stock,US3453708600
